STATION,NAME,DATE,AWND,DAPR,DASF,MDPR,MDSF,PGTM,PRCP,SNOW,SNWD,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-18,10.29,,,,,,0,0,0,260,260,17,21,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-19,10.74,,,,,,0,0,0,220,190,17,21,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-20,10.51,,,,,,0,0,0,300,320,19.9,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-21,6.04,,,,,,0,0,0,190,190,15,18.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-22,4.7,,,,,,0,0,0,170,180,13,15,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-23,12.75,,,,,,0,0,0,140,140,23,28,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-24,21.92,,,,,,0.51,0,0,160,160,36,45,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-25,6.49,,,,,,0,0,0,330,330,18.1,21.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-26,14.32,,,,,,0,0,0,270,290,21.9,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-27,9.62,,,,,,0,0,0,220,200,15,19.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-28,11.63,,,,,,0,0,0,160,180,23,27.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-29,17.22,,,,,,2.84,0,0,240,140,38,46.1,1,,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-30,19.91,,,,,,0.36,0,0,270,290,35.1,42.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-10-31,14.99,,,,,,0,0,0,260,250,23,32,,,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-01,5.82,,,,,,0,0,0,150,130,12.1,16.1,,,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-02,9.4,,,,,,0,0,0,170,190,18.1,21.9,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-03,10.96,,,,,,0,0,0,340,340,28,33.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-04,8.5,,,,,,0,0,0,360,360,21,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-05,8.72,,,,,,0.05,0,0,120,120,13,17,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-06,12.53,,,,,,0,0,0,310,330,21,28,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-07,12.08,,,,,,0.78,0,0,10,20,21,25.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-08,10.96,,,,,,0,0,0,20,20,21,27.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-09,7.16,,,,,,0,0,0,240,210,17,21,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-10,20.8,,,,,,0,0,0,340,310,32,42.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-11,8.72,,,,,,0,0,0,320,310,21.9,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-12,4.03,,,,,,0,0,0,200,210,8.1,10.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-13,8.95,,,,,,0.03,0,0,20,360,16.1,19,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-14,9.84,,,,,,0,0,0,30,30,16.1,18.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-15,9.17,,,,,,0,0,0,140,140,15,19,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-16,16.33,,,,,,0.13,0,0,270,270,31.1,38.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-17,17.9,,,,,,0,0,0,320,330,30,38,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-18,13.2,,,,,,0.2,0,0,190,190,25.9,35.1,1,,,,,,1,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-19,21.92,,,,,,0.25,0,0,300,300,36.9,50.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-20,17.22,,,,,,0,0,0,270,280,25.9,32,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-21,14.76,,,,,,0,0,0,190,210,23,27.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-22,12.3,,,,,,0.35,0,0,310,300,30,38,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-23,9.84,,,,,,0,0,0,310,340,23,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-24,8.05,,,,,,0,0,0,200,240,14.1,18.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-25,9.62,,,,,,0,0,0,230,240,16.1,18.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-26,15.21,,,,,,0,0,0,320,310,30,36.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-27,13.42,,,,,,0,0,0,300,310,23,28,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-28,9.84,,,,,,0,0,0,190,190,21,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-29,14.54,,,,,,0,0,0,330,340,25.9,32,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-11-30,6.71,,,,,,0.01,0,0,40,50,15,17,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-01,10.51,,,,,,0.01,0,0,320,320,21,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-02,4.25,,,,,,0,0,0,200,190,10.1,13,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-03,5.37,,,,,,0,0,0,70,60,8.9,11,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-04,7.61,,,,,,0,0,0,160,170,15,19,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-05,19.46,,,,,,0.3,0,0,180,190,28,40,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-06,14.76,,,,,,0.01,0,0,290,290,32,38.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-07,16.33,,,,,,0,0,0,260,290,25.9,33.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-08,9.62,,,,,,0,0,0,270,280,16.1,21.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-09,8.72,,,,,,0.33,3.4,0,360,10,17,23,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-10,15.66,,,,,,0,0,3.1,260,250,23.9,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-11,11.41,,,,,,0,0,2,250,250,25.9,32,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-12,19.01,,,,,,0,0,0,300,290,32,40.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-13,23.94,,,,,,0,0,0,280,290,36,45,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-14,12.08,,,,,,0.06,1.4,1.2,300,280,23.9,31.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-15,6.71,,,,,,0.1,1.3,0,270,270,19.9,23,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-16,15.21,,,,,,0,0,1.2,250,250,23.9,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-17,4.92,,,,,,0,0,0,340,330,13,16.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-18,7.61,,,,,,0.02,0,0,250,250,15,18.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-19,14.32,,,,,,0,0,0,260,250,25.9,33.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-20,16.11,,,,,,0,0,0,320,320,31.1,38,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-21,7.83,,,,,,0,0,0,330,330,16.1,21,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-22,7.16,,,,,,0,0,0,160,160,17,23,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-23,9.62,,,,,,0.62,0,0,190,190,29.1,36,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-24,12.97,,,,,,0,0,0,330,320,21,27.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-25,22.37,,,,,,0.17,0,0,270,260,40,49,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-26,17.45,,,,,,0,0,0,270,260,30,38.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-27,13.2,,,,,,0,0,0,320,310,23,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-28,19.46,,,,,,0,0,0,320,320,28,35.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-29,12.3,,,,,,0,0,0,290,310,21.9,25.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-30,9.17,,,,,,0.03,0.6,0,280,290,21,27.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2017-12-31,18.57,,,,,636,0,0,0,310,310,31.1,38.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-01,17.67,,,,,,0,0,0,310,310,29.1,34,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-02,15.66,,,,,,0,0,0,260,270,23,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-03,8.28,,,,,,0,0,0,260,270,19.9,23,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-04,28.19,,,,,,0.49,8,1.2,340,330,44.1,55,1,1,,,,,,1,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-05,25.05,,,,,,0,0,7.9,290,290,36,46.1,,,,,,,,1,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-06,22.15,,,,,,0,0,7.9,300,270,31.1,38.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-07,13.87,,,,,,0,0,7.9,320,320,23.9,31.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-08,13.42,,,,,,0.02,0,7.9,230,220,23,25.9,,,,1,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-09,13.42,,,,,,0,0,7.1,310,310,25.9,30,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-10,4.92,,,,,,0,0,5.1,170,130,8.9,12.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-11,2.91,,,,,,0,0,3.1,190,180,13,16.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-12,16.11,,,,,,0.45,0,1.2,170,170,29.1,38,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-13,20.58,,,,,,0.08,0,0,180,180,33.1,40,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-14,15.66,,,,,,0,0,0,330,10,23,27.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-15,11.86,,,,,,0,0,0,30,40,19.9,23.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-16,6.26,,,,,,0,0,0,30,90,10.1,12.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-17,11.41,,,,,,0.22,0.2,0,320,320,19.9,23,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-18,14.99,,,,,,0,0,0,330,330,21,27.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-19,10.29,,,,,,0,0,0,260,260,16.1,19.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-20,13.42,,,,,,0,0,0,270,270,25.1,31.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-21,6.71,,,,,,0,0,0,340,330,14.1,17,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-22,5.37,,,,,,0,0,0,80,90,16.1,19.9,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-23,14.09,,,,,,0.22,0,0,210,210,30,36.9,1,1,1,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-24,17.22,,,,,,0,0,0,310,290,25.1,32,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-25,15.43,,,,,,0,0,0,320,310,23.9,31.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-26,8.5,,,,,,0,0,0,200,190,16.1,19,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-27,11.86,,,,,,0,0,0,190,190,21.9,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-28,5.14,,,,,,0.26,0,0,190,190,15,19,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-29,15.21,,,,,,0,0.1,0,40,50,21.9,28,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-30,15.21,,,,,,0.1,1.4,1.2,320,330,29.1,36.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-01-31,13.87,,,,,,0,0,0,210,210,23.9,29.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-01,8.28,,,,,,0.05,0,0,210,210,16.1,19.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-02,20.13,,,,,,0.21,0,0,310,320,35.1,44.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-03,15.66,,,,,,0,0,0,310,310,29.1,38,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-04,10.29,,,,,,0.96,0,0,320,330,21.9,23.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-05,15.43,,,,,,0,0,0,310,310,32,38.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-06,5.82,,,,,,0,0,0,270,220,13,14.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-07,12.53,,,,,,0.84,0.3,0,310,310,35.1,46.1,1,,,1,,1,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-08,13.42,,,,,,0,0,0,330,330,28,35.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-09,10.07,,,,,,0,0,0,180,180,21.9,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-10,4.47,,,,,,0.27,0,0,270,270,12.1,17,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-11,8.95,,,,,,1.13,0,0,190,190,25.1,31.1,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-12,14.76,,,,,,0,0,0,320,330,25.9,32,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-13,9.84,,,,,,0,0,0,350,360,23,28,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-14,8.95,,,,,,0.06,0,0,190,190,16.1,19,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-15,5.82,,,,,,0.15,0,0,200,230,13,14.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-16,13.42,,,,,,0.11,0,0,330,330,36,42.9,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-17,9.62,,,,,,0.48,2.2,0,310,300,21,23.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-18,10.74,,,,,,0.02,0.1,2,330,310,32,40,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-19,8.5,,,,,,0.01,0,0,170,160,16.1,19,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-20,6.93,,,,,,0,0,0,250,230,16.1,21,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-21,8.95,,,,,,0.03,0,0,330,340,19.9,23,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-22,13.87,,,,,,0.11,0,0,50,40,23,30,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-23,8.95,,,,,,0.12,0,0,100,100,16.1,21,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-24,9.4,,,,,,0.08,0,0,40,40,17,21,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-25,11.63,,,,,,1.3,0,0,80,90,25.9,36,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-26,8.72,,,,,,0,0,0,330,330,21,31.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-27,11.63,,,,,,0,0,0,190,180,21,25.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-02-28,8.5,,,,,,0,0,0,200,190,15,18.1,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-01,8.72,,,,,,0.57,0,0,80,60,23,29.1,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-02,29.97,,,,,,2.16,0,0,330,340,51,66,1,,,1,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-03,28.41,,,,,,0,0,0,350,340,38.9,51,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-04,21.7,,,,,,0,0,0,360,20,30,38.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-05,19.46,,,,,,0,0.1,0,350,340,29.1,34,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-06,10.29,,,,,,0,0,0,110,110,18.1,23,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-07,18.57,,,,,,1.02,2.8,0,360,360,36,47,1,1,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-08,15.21,,,,,,0,0,1.2,270,270,21.9,25.9,1,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-09,18.79,,,,,,0,0,0,270,290,30,36.9,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-10,16.33,,,,,,0,0,0,270,270,23.9,30,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-11,11.63,,,,,,0,0,0,300,320,23,28,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",2018-03-12,13.42,,,,,,0.03,0,0,60,60,23.9,30,,,,,,,,,
